,noaa,number,hpc_x,hpc_y,classification,hale_classification,numspots
2012-05-07,"11474,11475,11469,11470",4,"-271.8936,-401.7822,854.304,628.164","268.869,135.8946,-415.89,-204.9948","HRX,AXX,CSO,CRO","ALPHA,ALPHA,BETAA,BETAA","3,1,2,5"
2012-05-08,"11474,11476,11471,11470",4,"-48.66804,-697.458,690.204,771.642","269.5596,202.5588,-275.2302,-216.2832","AXX,FKC,DSO,CRO","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","1,25,8,5"
2012-05-09,"11477,11474,11476,11471,11470",5,"-843.414,208.2342,-536.8092,764.472,834.21","-340.8858,282.3792,225.7854,-330.6294,-289.8696","HSX,AXX,FKC,CSO,CRO","ALPHAGAMMA-DELTA,ALPHAGAMMA,BETA-GAMMA-DELTA,BETA-GAMMA,BETA-GAMMA","1,1,33,3,2"
2012-05-10,"11474,11477,11476,11471",4,"358.1406,-767.646,-351.8268,868.11","309.423,-363.7488,213.8586,-329.8746","AXX,DSO,FKC,HSX","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA","1,2,35,1"
2012-05-11,"11477,11476,11471,11478",4,"-645.786,-129.828,880.236,-712.326","-323.847,247.689,-356.0058,-359.7756","HSX,FKC,HSX,HSX","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","1,50,1,1"
2012-05-12,"11480,11476,11479,11477,11478",5,"159.1578,81.5778,-832.53,-455.016,-582.1476","-215.6532,230.052,265.9398,-317.1888,-353.301","AXX,FKC,HSX,HSX,HSX","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","2,47,1,1,1"
2012-05-13,"11478,11476,11479,11477",4,"-435.1278,289.116,-770.646,-289.6608","-349.3614,226.0494,270.8892,-299.1114","HSX,FKC,DSO,HSX","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA","1,40,3,1"
2012-05-14,"11476,11483,11481,11479,11484,11477,11478,11482",8,"512.3496,-658.782,-819.102,-591.1014,-903.612,-106.9014,-239.9166,-717.462","186.6576,-405.8442,-143.1714,279.9024,176.3742,-330.1596,-346.9602,257.778","FKI,BXO,HSX,HSX,HSX,HSX,HSX,DSO","BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA","44,7,1,1,1,1,1,2"
2012-05-15,"11481,11482,11476,11478,11483,11479,11477,11484",8,"-683.172,-529.8618,676.098,-60.7122,-510.3972,-405.1056,76.992,-848.286","-152.088,264.879,178.7292,-347.1684,-400.5246,268.3578,-316.0656,183.054","HSX,CSO,FKO,HSX,BXO,HSX,HSX,BXO","ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA","1,4,53,4,7,1,4,2"
2012-05-16,"11484,11479,11483,11477,11482,11476,11485,11478,11481",9,"-717.564,-208.7838,-331.4706,287.475,-316.056,776.274,-814.284,151.092,-510.6606","191.5002,253.8582,-397.4706,-319.6734,268.3842,187.9836,-292.3614,-349.3182,-130.5684","BXO,HSX,AXX,HSX,DAI,FHO,AXX,HSX,HSX","BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","6,1,7,1,4,12,2,1,1"
2012-05-17,"11481,11483,11484,11477,11482,11478,11485,11479,11476",9,"-305.34,-192.5082,-578.652,470.8554,-161.1414,344.9016,-694.404,-16.371,884.67","-127.9788,-381.999,179.841,-309.1284,252.4368,-322.194,-301.3128,204.6492,224.748","AXX,AXX,DAO,AXX,CAO,HSX,BXO,CSO,CAO","ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA","1,1,9,1,9,1,4,3,3"
2012-05-18,"11484,11482,11477,11476,11485,11478,11481,11479",8,"-382.4256,48.35544,631.896,925.308,-541.365,518.4846,-98.0352,192.081","183.1524,267.0834,-299.7258,199.5912,-280.7604,-327.564,-127.9356,266.3016","DAI,DAI,HRX,CAO,BXO,HSX,AXX,HSX","BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","15,10,1,2,3,1,1,1"
2012-05-19,"11482,11484,11477,11485,11478,11486,11479",7,"268.8066,-178.8972,760.218,-405.9432,675.108,-844.182,402.9348","279.5652,200.1522,-322.8546,-294.9588,-334.2936,259.1646,277.4862","DAI,DSI,HRX,AXX,HSX,DAO,CSO","BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA","18,19,1,3,1,2,4"
2012-05-20,"11482,11484,11479,11477,11483,11478,11486",7,"459.4236,49.06278,578.0202,836.79,421.2828,771.786,-738.846","274.6524,198.8472,271.6086,-345.4812,-359.3166,-356.0436,281.0034","DKI,DAC,HSX,HRX,BXO,HSX,CSO","BETAA,BETAA,ALPHA,ALPHA,BETAA,ALPHA,BETAA","14,16,1,1,4,1,3"
2012-05-21,"11482,11486,11483,11479,11487,11484,11477,11478",8,"640.638,-587.385,587.4528,736.146,78.4134,273.9804,903.0,837.018","252.3054,285.6192,-380.0694,248.4996,340.0038,195.531,-274.2918,-377.9838","DHO,CSO,DSO,HSX,BXO,DKC,HSX,HSX","BETAA,BETAA,BETAA,ALPHA,BETAA,BETAA,ALPHA,ALPHA","8,4,6,2,5,17,1,1"
2012-05-22,"11486,11484,11478,11483,11487,11482,11479",7,"-400.7484,468.267,871.62,713.454,294.5136,769.212,841.17","288.1854,190.8978,-369.051,-385.7586,321.0336,261.5526,241.3944","HSX,DSI,HSX,DRO,AXX,DHO,HSX","ALPHA,BETAA,ALPHA,BETAA,ALPHA,BETAA,ALPHA","3,19,1,7,1,7,1"
2012-05-23,"11483,11486,11479,11484,11482",5,"791.466,-204.6108,909.486,638.208,870.138","-390.7464,304.3836,217.8984,185.3352,238.2816","BXO,HSX,HSX,EAI,DSO","BETAA,ALPHA,ALPHA,BETAA,BETAA","4,2,1,19,4"
2012-05-24,"11482,11483,11489,11484,11488,11486",6,"910.044,849.894,-528.7746,772.548,-611.898,-31.90698","247.7508,-380.7492,-457.2744,195.5268,200.76,287.412","CSO,CRO,AXX,EAI,BXO,CSO","BETAA,BETAA,ALPHA,BETAA,BETAA,BETAA","3,3,1,13,5,6"
2012-05-25,"11484,11489,11483,11488,11490,11486",6,"868.476,-360.7422,856.74,-423.618,-787.248,218.7528","157.3194,-455.9586,-401.0766,202.668,-184.6206,316.2366","DSO,AXX,BXO,BXO,CRO,DSO","BETAA,ALPHA,BETAA,BETAA,BETAA,BETAA","8,1,5,4,3,2"
2012-05-26,"11484,11488,11490,11486,11491,11492",6,"918.762,-209.1978,-656.826,398.3922,423.9906,-837.528","168.2814,219.0066,-181.8822,297.0534,389.178,-204.0702","DSO,DSO,DSO,CSO,DSO,CSO","BETAA,BETAA,BETAA,BETAA,BETAA,BETAA","6,5,3,3,6,3"
2012-05-27,"11492,11486,11490,11488,11491",5,"-374.5668,479.6322,-221.058,0.0,520.8372","-596.6832,371.6184,-398.7192,217.6326,445.2984","DSO,CSO,DSO,DSO,DSO","BETA,BETA,BETA,BETA,BETA","5,1,4,6,4"
2012-05-28,"11492,11490,11489,11488,11486,11491",6,"-628.26,-271.7958,-212.9334,209.877,728.382,729.096","-216.5424,-180.279,-459.4542,198.9924,272.1426,364.815","EAO,DSO,BXO,BXO,HSX,DSO","BETAA,BETAA,BETAA,BETAA,ALPHA,BETAA","7,6,3,3,1,3"
2012-05-29,"11488,11486,11490,11491,11492",5,"437.7612,832.338,-64.5972,825.522,-464.5482","195.5076,267.6462,-197.7354,360.0978,-183.4968","CSO,HSX,DSO,BXO,EKO","BETAA,ALPHA,BETAA,BETAA,BETAA","8,1,15,3,10"
2012-05-30,"11488,11486,11490,11492",4,"611.298,893.376,145.3998,-286.0578","191.8242,263.586,-183.5364,-200.2608","CSO,HSX,DSI,EAO","BETAA,ALPHA,BETAA,BETAA","8,1,15,9"
2012-05-31,"11486,11490,11488,11492",4,"903.816,348.033,794.862,-48.45048","276.0558,-186.1284,203.3742,-201.5472","HSX,DSI,BXO,EAO","ALPHA,BETAA,BETAA,BETAA","1,22,2,13"
2012-06-01,"11492,11494,11490,11495,11493",5,"176.6028,-850.05,543.6012,-302.4528,-822.624","-203.6226,-257.4678,-205.2294,-187.7424,249.663","ESO,HSX,DSO,CRO,DSO","BETAA,ALPHA,BETAA,BETAA,BETAA","9,1,6,5,2"
2012-06-02,"11492,11497,11495,11498,11493,11494,11490,11496",8,"346.5804,-491.9994,-96.3312,-877.614,-694.458,-755.418,697.398,-780.882","-205.908,-348.9342,-221.5614,118.4358,234.8184,-256.7124,-207.9006,265.4166","ESO,CSI,CSI,CSO,DSO,CSO,DSO,CSO","BETAA,BETAA,BETAA,BETAA,BETAA,BETAA,BETAA,BETAA","22,6,17,3,4,3,11,5"
2012-06-03,"11492,11497,11496,11494,11490,11493,11495,11498",8,"503.6178,-317.5854,-666.666,-313.6506,836.484,-525.7086,-315.075,-768.924","-208.1652,-334.5072,265.6338,-239.8176,-210.4068,250.7226,-223.7532,135.6066","DSO,DSO,DAI,CSO,DSO,DSO,DSO,DSO","BETA,BETA,BETA,BETA,BETA,BETA,BETA,BETA","2,5,6,3,2,8,5,2"
2012-06-04,"11498,11496,11497,11493,11492,11495,11499,11494,11490",9,"-665.592,-496.7418,-138.6444,-359.8626,639.21,328.5864,-698.07,-536.0292,904.932","118.7304,265.1514,-336.0564,233.6472,-226.2864,-241.6212,264.0756,-257.997,-211.9956","HSX,DSO,DSO,DSO,BXO,HSX,DSO,HSX,CSO","ALPHA,BETAA,BETAA,BETA,BETA,ALPHA,BETAA,ALPHA,BETA","2,7,10,13,2,2,3,2,2"
2012-06-05,"11496,11497,11501,11494,11498,11499,11493,11495,11502,11500",10,"-265.3812,92.631,-243.879,-281.9454,-454.3896,-512.4084,-128.7414,485.628,-594.9696,523.9974","279.792,-337.8504,118.0938,-259.3386,150.6048,247.5312,215.9754,-243.5064,-275.4594,150.4614","CSO,DAO,AXX,CSO,HSX,CRO,ESI,AXX,BXO,DRO","BETAA,BETAA,ALPHA,BETAA,ALPHA,BETAA,BETAA,ALPHA,BETAA,BETAA","8,19,2,2,2,2,10,4,2,4"
2012-06-06,"11496,11492,11497,11502,11499,11500,11503,11494,11498,11493",10,"-79.5252,860.622,273.7554,-411.9078,-283.2798,706.56,573.1752,-94.8822,-259.6866,80.9286","262.119,-292.2732,-339.6186,-276.9654,246.0912,148.6026,181.353,-277.0422,116.1558,197.8566","CSO,AXX,DAO,AXX,ERO,HSX,BXO,CSO,DAO,ESI","BETA-GAMMA,ALPHA,BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,ALPHAGAMMA,BETAAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","2,1,8,1,10,1,2,9,8,12"
2012-06-07,"11499,11493,11502,11496,11497,11498",6,"-79.9026,284.5302,-188.6862,158.4168,452.886,-16.47612","244.206,228.1866,-278.8626,260.1732,-356.4612,97.7322","BXI,ESI,AXX,HAX,DAO,CAO","BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA","14,11,1,1,7,7"
2012-06-08,"11496,11494,11493,11499,11498,11497",6,"370.8966,293.754,498.9006,143.3922,180.0966,614.616","258.4056,-296.3118,242.6136,242.2704,95.787,-341.9772","HAX,DSO,EAI,CAI,CAO,DAI","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETAAGAMMA","1,5,9,14,4,5"
2012-06-09,"11499,11493,11494,11497,11496,11498",6,"358.0038,672.42,491.1246,744.474,532.9056,382.0866","240.618,225.603,-297.369,-357.3714,272.934,127.0512","CAO,CAO,CAO,DAO,AXX,CAO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA","14,4,5,5,1,1"
2012-06-10,"11493,11497,11499,11494,11505,11504,11496",7,"835.02,818.862,469.4238,640.71,-832.968,-832.908,676.764","241.9758,-356.85,255.1752,-282.072,-151.4136,-279.4212,256.3146","HAX,CAO,CAO,HKX,AXX,CAO,AXX","ALPHA,BETAA,BETA-GAMMA,ALPHA,ALPHAGAMMA,BETA-GAMMA,ALPHA","1,6,7,1,1,6,1"
2012-06-11,"11496,11494,11493,11506,11505,11497,11504,11507,11499",9,"799.128,787.968,894.78,-848.514,-724.89,869.598,-699.972,-413.0244,621.18","272.448,-265.4352,258.9432,176.76,-170.3292,-355.0302,-298.305,-422.9406,254.5044","AXX,HAX,HAX,CAO,DAO,CAO,DAI,DAO,CAO","ALPHAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","1,1,1,2,3,6,7,5,11"
2012-06-12,"11506,11494,11499,11504,11505,11507",6,"-732.528,869.142,787.902,-582.4422,-563.3622,-249.1356","173.7618,-279.4266,255.36,-285.4014,-157.293,-425.4282","CAO,HAX,BXO,ERI,CAO,CAO","BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA","2,1,5,15,5,10"
2012-06-13,"11504,11499,11505,11506,11494,11507",6,"-425.5686,863.646,-380.9052,-572.6964,903.102,-29.48166","-288.465,240.5058,-160.446,170.4,-261.708,-442.3572","EKI,BXO,DAO,HAX,HSX,EAI","BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA","24,3,13,9,1,22"
2012-06-14,"11508,11505,11506,11507,11504",5,"87.4878,-194.7438,-393.2946,193.2654,-219.3594","-458.5158,-163.2432,167.1438,-414.195,-291.4974","DAI,DAO,HSX,DAI,EKC","BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA","20,8,5,26,25"
2012-06-15,"11507,11505,11506,11504,11508",5,"349.3206,32.5932,-177.6126,-15.90756,286.17","-414.8184,-181.7814,164.1324,-278.0496,-459.2418","DAO,DAO,CSO,EKC,DSI","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","15,10,7,20,12"
2012-06-16,"11504,11506,11508,11507,11509,11505",6,"189.471,48.71568,430.7478,516.5628,457.6458,241.6554","-279.4758,161.8992,-459.2484,-414.1776,-261.4008,-183.0312","EKC,HRX,CAO,DAO,AXX,DAO","BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA","18,4,9,12,1,9"
2012-06-17,"11506,11507,11508,11509,11504,11505",6,"287.5542,660.984,575.0994,620.772,411.3858,438.1338","160.9122,-426.774,-472.1958,-275.9232,-295.1436,-183.0642","DSO,DSO,DSO,HRX,EKC,DSO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA","4,10,9,1,18,8"
2012-06-18,"11508,11505,11509,11507,11504,11506",6,"685.848,609.876,767.178,757.146,569.9268,465.0558","-469.8024,-197.8854,-288.2754,-438.174,-294.0906,160.944","HSX,DRO,BXO,DAI,EKC,AXX","ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA","5,5,4,10,10,2"
2012-06-19,"11505,11507,11504,11508,11506",5,"726.588,834.132,713.076,784.056,605.334","-227.9196,-404.1822,-291.4002,-451.0914,194.3946","AXX,CSO,EKC,HRX,CRO","ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA","1,5,7,1,2"
2012-06-20,"11506,11510,11507,11508,11504",5,"758.082,-31.79658,840.372,823.422,823.626","181.4022,-287.265,-429.1206,-446.8404,-271.4982","AXX,CRO,BXO,HSX,EHO","ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA","1,3,3,1,6"
2012-06-21,"11504,11510",2,"884.646,158.9592","-266.4966,-272.8728","DHO,BXO","BETAAGAMMA,BETAAGAMMA","6,3"
2012-06-22,11504,1,911.298,-244.6104,DSO,BETAAGAMMA,3
2012-06-23,11511,1,267.597,214.6428,CRO,BETAAGAMMA,3
2012-06-24,11511,1,443.5464,215.5254,CRO,BETA,3
2012-06-25,"11511,11510",2,"635.07,836.172","219.2562,-274.0566","CRO,CRO","BETA,BETA","2,2"
2012-06-26,11512,1,-572.619,-289.548,DAO,BETA,4
2012-06-27,"11512,11513",2,"-384.7464,-858.678","-296.1144,247.5216","DAI,HAX","BETA,ALPHA","7,1"
2012-06-28,"11515,11514,11513,11512",4,"-853.332,-744.63,-774.582,-174.6102","-274.0344,-283.7346,222.8286,-285.1608","CSO,BXO,CSO,DKI","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","7,7,5,20"
2012-06-29,"11514,11513,11515,11512",4,"-611.658,-639.888,-766.74,31.78332","-276.4032,246.4746,-298.4994,-303.3744","BXO,DSO,DSO,DKI","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","5,5,6,17"
2012-06-30,"11514,11513,11516,11512,11515",5,"-455.0766,-452.7786,-628.914,250.9782,-617.142","-299.0274,238.3692,179.829,-303.372,-308.5326","DAO,DSO,DRO,DKI,DKC","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","11,8,4,16,8"
2012-07-01,"11513,11516,11515,11514,11512",5,"-264.861,-417.1884,-455.0682,-236.814,441.2598","232.782,187.4022,-300.5178,-289.5648,-300.9252","DSO,DSO,EKC,DSI,DSO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA","4,6,10,11,9"
2012-07-02,"11516,11514,11512,11513,11515,11517",6,"-268.7466,-31.93656,596.8008,-47.6664,-264.8208,-392.526","182.7108,-292.881,-296.5332,213.0456,-322.0188,265.6362","CSO,BXO,CSO,DAO,EKC,DAO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","8,7,5,11,28,18"
2012-07-03,"11512,11517,11516,11513,11514,11515",6,"744.558,-216.6876,-48.11568,142.4694,206.7636,-63.1938","-288.6138,260.67,178.932,211.8204,-277.557,-325.7256","CSO,DAO,CRO,DSO,AXX,EAC","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA","2,16,5,21,3,58"
2012-07-04,"11514,11517,11515,11512,11513,11516",6,"417.1272,0.0,158.121,862.65,341.0724,191.1276","-274.8048,257.5332,-311.172,-260.7996,213.1404,178.2192","AXX,DAO,FKC,HSX,DSO,AXX","ALPHAGAMMA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA,BETA-GAMMA,ALPHAGAMMA-DELTA","7,9,45,3,10,2"
2012-07-05,"11513,11515,11517,11518,11512,11519",6,"532.122,353.847,201.4896,-845.994,906.468,-888.936","233.7102,-324.888,257.1312,124.6488,-249.3546,-240.9276","CSO,FKC,DSO,AXX,HSX,HSX","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","13,45,7,2,1,1"
2012-07-06,"11518,11519,11515,11517,11513",5,"-736.212,-813.372,532.0386,408.8838,719.97","113.1846,-269.0364,-320.187,243.9462,210.6114","BXO,HSX,EKC,BXO,CSO","BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA","5,1,56,5,5"
2012-07-07,"11516,11517,11515,11519,11518,11513",6,"700.386,563.2086,689.07,-668.304,-588.3876,827.346","289.0302,264.5436,-327.4776,-282.9318,102.8544,220.2732","AXX,CRO,FHC,HSX,CSO,HSX","ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA","2,3,60,1,3,2"
2012-07-08,"11517,11519,11520,11518,11513,11515",6,"714.204,-511.3224,-738.972,-379.4076,887.784,805.254","273.0294,-292.7868,-278.442,109.8816,247.7124,-301.8738","CRO,HSX,FHC,CRO,HSX,FKI","BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,ALPHA,BETA-GAMMA","3,1,14,4,2,43"
2012-07-09,"11513,11520,11519,11518,11515",5,"902.064,-623.352,-342.6906,-194.0016,876.108","274.209,-288.1548,-300.135,104.4108,-289.7658","HSX,FHC,HSX,DSO,EKI","ALPHAGAMMA,BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA","3,23,1,3,32"
2012-07-10,"11515,11520,11519,11521,11518",5,"911.004,-493.0632,-204.8322,-314.6364,0.0","-244.6578,-327.2256,-320.19,-409.0554,101.4018","DAO,FKC,CSO,DAO,BXO","BETA-GAMMA,BETA-GAMMA-DELTA,BETA-GAMMA,BETA-GAMMA-DELTA,BETA-GAMMA","7,57,8,11,4"
2012-07-11,"11521,11518,11520,11519",4,"-76.542,210.5208,-296.418,63.525","-414.3738,84.9198,-319.878,-323.223","DSI,BXO,FKC,HSX","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA","17,4,60,1"
2012-07-12,"11521,11519,11520",3,"107.0286,282.7344,-94.6986","-415.6356,-306.138,-340.0608","ESO,HSX,FKC","BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA","15,1,48"
2012-07-13,"11522,11520,11519,11521,11523",5,"330.8028,142.4616,473.1912,316.8378,-434.358","150.0594,-325.668,-285.573,-398.337,-480.9966","CRO,FKC,HSX,ESI,BXO","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","4,53,1,18,6"
2012-07-14,"11519,11522,11521,11523,11520",5,"643.17,542.2914,494.184,-246.6798,355.7364","-307.8372,157.0122,-392.682,-488.5968,-322.5468","HSX,DAO,EKI,DAO,FKC","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","1,5,16,7,33"
2012-07-15,"11523,11519,11521,11520,11522",5,"-58.33206,753.612,645.948,519.2874,695.85","-506.6688,-298.4946,-383.7858,-332.2926,166.3308","DAO,CSO,EKI,FKC,CAO","BETA-GAMMA-DELTA,BETA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","10,3,16,34,7"
2012-07-16,"11520,11521,11519,11523,11522",5,"672.39,764.328,837.828,116.3814,813.444","-322.7592,-372.003,-301.6968,-507.5364,178.5006","FKC,EKI,DAO,DAO,DAO","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","35,17,12,11,9"
2012-07-17,"11519,11521,11523,11522,11520",5,"891.696,828.18,299.625,899.706,770.868","-286.3404,-375.3696,-504.9954,161.9016,-297.9936","DAO,EAO,DAO,DSO,FKC","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","12,8,3,4,12"
2012-07-18,"11520,11522,11521,11525,11524,11523",6,"872.484,923.022,888.996,-681.618,-731.808,491.2152","-294.1554,195.5538,-312.5598,-397.8318,-318.6378,-497.562","EKO,CAO,DSO,CSO,CSO,CSO","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","8,3,4,3,5,4"
2012-07-19,"11520,11524,11523,11525",4,"902.232,-547.7556,649.032,-515.9592","-276.243,-320.0364,-485.8812,-412.0044","EKO,CSO,DSO,HSX","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA","5,7,6,1"
2012-07-20,"11524,11525,11523",3,"-368.493,-345.549,730.062","-345.5568,-406.686,-476.265","CSO,DSO,CAO","BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA","3,2,4"
2012-07-21,"11525,11524,11526,11523",4,"-139.3062,-157.3812,-805.662,801.762","-398.211,-352.4706,-310.5708,-461.5356","DSO,BXO,BXO,CAO","BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA","4,3,3,5"
2012-07-22,"11523,11525,11526,11524",4,"839.85,77.622,-709.164,15.81984","-430.7178,-400.2228,-339.5724,-355.0416","AXX,CSO,BXO,AXX","ALPHA,BETAA,BETAA,ALPHA","1,3,3,3"
2012-07-23,"11525,11526",2,"258.6636,-566.7996","-413.262,-353.529","CSO,BXO","BETAA,BETAA","6,3"
2012-07-24,"11525,11526,11529,11528,11527",5,"428.8038,-397.257,-874.272,-832.518,-757.488","-407.8548,-349.3332,-222.8712,243.5364,394.3776","CSO,BXO,HSX,HSX,AXX","BETAA,BETAA,ALPHA,ALPHA,ALPHA","4,3,1,1,1"
2012-07-25,"11525,11527,11530,11529,11526,11528",6,"602.898,-673.59,-828.894,-776.31,-172.9926,-723.036","-397.1286,381.4572,-337.2042,-242.0958,-357.5238,225.7302","HSX,AXX,HSX,HSX,AXX,HSX","ALPHA,ALPHA,ALPHA,ALPHA,ALPHA,ALPHA","1,1,1,1,1,1"
2012-07-26,"11529,11528,11525,11526,11530",5,"-634.14,-570.2466,749.124,0.0,-723.996","-243.2112,210.3294,-381.1578,-360.378,-355.734","HSX,CSO,HRX,CRO,CSO","ALPHA,BETAA,ALPHA,BETAA,BETAA","2,6,1,3,4"
2012-07-27,"11531,11526,11530,11529,11532,11528",6,"783.714,219.3666,-575.7384,-465.243,-818.064,-383.2062","199.4274,-359.067,-371.823,-256.1514,-354.81,198.3822","CRO,CRO,CSO,HSX,CAO,CSO","BETAA,BETAA,BETAA,ALPHA,BETAA,BETAA","3,3,3,2,3,3"
